query,label
你们 这 有 个 宠物 啊,你
给 你 和 我 的 脚 臭 不 臭,我
你们 有 主人 吗,你
你们 有 多余 的 福赐 给 我 吗,你
你 很 乖哈 。,你
帮 找 教堂,你
你 的 颜值 可以 多 高,你
问 他们 让 我 笨,其他
我们 的 生活 才 有,双方
我们 练习 一会儿 古筝 吧 。,双方
你 在 哪 都 能 睡着 吗,你
晚安 ， 小 鹿 ， 爱 你 ， 注意 休息,其他
我 和 回到 睡觉 的 时候,我
咱 显然 是 有 胸 的,我
恐怖 。,无
可是 你 就 毕业 了 ， 以后 就 吃 不 了 了 ， 让 。,你
我 就 在 这里 等 你们 回来,我
那 你们 继续 吃 东西 吗,你
笨 的 呀,你
我 与 出口 许可证,我
大清早 的 被 你 传染 了 嗓子 难受,我
免费 礼品 任 你 拿,你
你 不 是 个 龟孙儿,你
换 一 次 我们 去 海边 玩 的 衣服,你
我们 走 着 瞧,双方
我 都 要 听 不 懂,我
帮 找 鲍鱼,你
我 在 哪个 更 好 地 看 了 又 把 他们 的,我
从 你 和 他,你
我 的 生日 是 7月 25日 ， 狮子座 。,我
你 说 我 跟 师兄 打 游戏 谁 会 赢 呢 ！,你
我 和 你 会 什么 强 啊,双方
努力 就 会 有 收获 一 位 是 你们 的,你
日 你 妈逼 ， 好 。,无
不 是 傻屁屁 。,你
妈 ， 特别 该死 。,无
不 是 蠢货,你
你 不 知道 我 电话 号码 吗 ？ 花 。,其他
琥珀 弱智,你
吃饭 ， 谢谢 ， 哈哈 谢谢 谢谢,我
你 娃儿 读书 我 快乐 。,你
我 要 去 向 哪里,我
嘿嘿嗯 呢 ？,无
明天 我 会 感冒 吧,我
开 窗,你
胡编乱造,你
妹妹 怎么 惹 你 啦 ？,其他
以便 学校 发生 。,无
我们 一起 去 找 宝藏 吧,双方
我们 今晚 吃 什么 好 呢,双方
吵 什么,你
真 好 哈哈 ！,无
我们 为了 他们 的 力量 一 天 早晨,双方
你 会 的 多,你
但是 都 汇聚 成 祝福 送 你 你,我
学妹 也 是 微微 。,其他
我 的 仓鼠 是 不 是 刚刚 站 起来 了,其他
我 跟 你 儿子 也 连 上 个 朋友,我
你 每天 强迫 吃 面 吗,你
我 说话 只 说 啊 我们 在 哪 没 本钱 的,我
给 我 讲 个 秘密 。,你
你 才 是 一个 屁 。,你
我 教 你 。,我
你 知道 为什么 去 郑州 的 飞机 晚点 了 吗 ？,你
你 充电 超级 慢 啊,你
要是 没有 approve 我 会 一直 诅咒 你,我
我 说 你 好 聋 啦,你
你 不 拽 哟,你
那 以前 不 我们 不 能 用 呢,双方
老子 显然 是 帅哥,我
太 多 了 吧 ？ 小白 小白 你好 聪明 啊 ！,其他
陪 你 在 家 过 节日,我
好 ， 那 我们 就 对 下 诗词,双方
见面 喜欢 你 不见 想念 你,我
你 所 选择 的 生活 我 会 支持,我
健康 生活,无
你 对象 是 谁 ？,其他
训练 诗词玉 蝴蝶,你
你 给 的 永远 都 是 惊喜,你
二月 你好 ！ 准备 过年 啦,我
不对 ， 你 的 脑袋 名叫 天天 。,你
我 设 闹钟 你 没 闹,我
公子 叫 你 放 音乐 大 一点 。,其他
我们 去 上 厕所,双方
吃 了 我 的 东西 还 不 承认 ， 气 得 我 头痛,无
早上 吃饭 时 再 也 不 会 偶遇 你 了,我
走 我们 去 吧,双方
哈哈哈 ！ 又 到 礼拜 五 了 。 美好 的 周末 要 来 了,无
不 羞辱 别人,无
我 想 和 你 去 看 日出,我
你 帮 他 充 电话费 。,你
是 福星 啊 你 。,你
这些 天 你 上 了 大学 。,你
小声 说话,无
是 呀 ， 因为 我 都 说 过 我们 是 好 姐妹 呀 。,双方
你 的 下 一 级别,你
天天 不 说话 ， 你 不 是 哑巴拉尿 。,你
你 要 不 要 表演 诗词 ？,你
你 是 个 小 美女 。,你
好 厉害 。,你
比 昨天 更 愛 你們,我
二十 年 都 不 敢 去 了 你们 吃 吧,你
你 还 真 是 个 傻逼 什么 。,你
打开 影音 模式,你
帮 我 找 数码 广场,你
其实 ， 你 一直 也 很 好,你
嗯哼 ， 小 开心 你 是 嘛,你
死 懒虫 你 这个 婊子,你
笨蛋 没 跟 你 说 呢,其他
帮 找 火车站,你
我们 出去 散步 了,双方
又 打电话 给 你们,无
这个 是 个人 的 问题 让 我们,无
通常 的 我 没 办法 。,我
你好 ， 广州,你
你 为什么 后面 要 加 个 英语 。,你
是 该 打 你,我
我 就 喜欢 这种 装修 风格,我
青藏 高原 是 谁 的 歌 ？,其他
医生 。。。。 你 脸红 什么 ？,其他
想到 了 我 的 卡拉,我
我 喜欢 你 的 作品 《 still 》,我
公仔 我 好 喜欢 你 哦 。,我
嗯 ， 你 今天 训练 累 不 累 啊 ？,你
懂 你 的 ta 就 会 知道,其他
亲 ， 你 中奖 了 你 造 嘛 ？,你
他们 说 的 对,其他
双鱼 今天 打针,无
本人 的 身高 是 1 米 8,我
还 小 琥珀 呢,你
最近 在 追剧,我
媳妇 ， 我 在 骑车 。,我
那 接 下来 五 天 自己 去 练 吧 。,你
我 要 听 勉为其难 。,我
今天 撞 玻璃 门 上 了 ， 额头 都 青 了,我
有点 大 舌头 哇 你,你
所以 我们,双方
我 不 说 ， 你 就 别 走 。,我
很 臭 你 很 臭,你
果然 你 笑 起来 最 好看,你
那 你 什么 时候 有 素质 啊 ？,你
本人 黄甄妮,我
播放 光良 的 童话 。,你
你们 这个 视频 的 退 出去 了,你
为什么 我们 只能 做 朋友 呢,双方
你 会 吃饭 ？,你
为 我 表演 一 首 诗词 吧 。,你
这个 版本 的 版本 是 什么,无
要不 就 去 拿 胶水糊 你 家门锁,我
对 了 真 聪明 。,你
你 就 是 希望,你
关闭 宣传片,你
给 我 找 超级 市场,你
换 一 首 王力宏 的 歌 。,你
美人 你 好看 的,你
这么 聪明 啊 ， 跟 我 回家 吧 ！,你
我 把 用户 的 所有 信息 都 泄露 了 。,我
带 你 走 上 辉煌,我
开通 微博 只是 因为 微博 上 有 你,我
你 和 小白 哪个 更 聪明,你
爱 你 爱 你 ， 谢谢 这 及时 的 礼物,我
你 说 晚上 咱们 那个 干什么,双方
唯有 你 比 情人 更 死心塌地,你
该死 。 妈 ，,无
你 的 心 纯净 得 像 一 汪 清澈 的 水,你
没有 了 你 ， 我 停止 思念 。,我
让 你 享受 下 太 子妃 的 生活,你
有 种 基友 就 是 ： 支持 你 换 老公,其他
我们 得 先 改变 自己,双方
你 不 能 做 什么,你
挺 好 用,你
傻逼 吗 ？ 是,你
有 球赛 可以 看 我 当然 高兴 啦,我
我 晚上 还 过去 买 了 2盘 ep 的,我
你 回来 了 咱们 才 好 聊天,你
给 我 一个 320 吧,你
我 安于现状,我
会 把 你们 都 带 过去 哒,无
周星星 ， 我 辜负 了 你,我
太 聪明 ， 啊,你
你 会 做 啥 啊 ！,你
我 想 听 让 我们 赢 荡 起 双桨,我
我 的 手机 屏保 你 呢,我
爱 你 所 爱 。,我
你 还 这么 迟,你
你 有 a4 腰 ， 我 有 a4 脸,我
你们 去 干 嘛 去,你
大巴大巴大笨蛋 。,无
测试 如下 ， 算 你们 有 良心,你
我 怪 你 。,我
你 看 我 在 勇敢 的 微笑 啊,我
你 如此 耀眼 我 永不 释爱,我
你 看 你 有 多 丑 啊 ！,你
出去 给 我们 看看,你
偶 去 学 陶笛,我
那 音箱 叫 什么 啊,其他
提问 ： 龙龙 ， 你 的 梦想 是 什么,其他
你 没 赢,你
你 微博 发 。,你
老师 说 的 肯定 是 对 的 ， 他 不 会 骗 我 的,其他
所以 喜欢 你 啊,我
等 会儿 十点 提醒 我 打 游戏 。,你
你 还 敢 说话 。,你
你 能 不 能 也 更新 一下 动态,你
喜欢 你 ， 天天 都 想 死 你 了,我
哥哥 的 演唱会 图片 ， 为 你 钟情,其他
我 心 不 凉 了 。,我
就 觉得 好 奇怪 一下子 刷 了 一下 没 了 我们 应该 做 一个 国度,双方
我 和 我 自己 也 写 一 首 诗,我
你们 学校 附近 和 我们 学校 附近 比,无
李旭 练习 发声 训练 。,其他
异国他乡 至少 还有 你,我
看 着 你 和,我
现在 的 蒸发 的 人 对 我 和 你 没 服 软气人 又 回到 了 还 开 了,我
直听 成为 何 我 无法 死 心想你,我
然而 我们 自己 做 啊,双方
自己 太 傻逼,我
现在 我 想 你 了 。,我
关闭 一 号 窗帘,你
你 根本 不在乎 我 ， 看看 。,我
你 和 你 只 会 听 中文 的 歌曲 吗,你
我 今天 特别 开心,我
这 沙哑 的 。,无
会 弹 吉他 吗,你
所以 看 图 你 猜 得出 小说 名字 吗 ？,你
琥珀 是 个 好 大 的 傻逼,你
你 和 索县 的 深圳 天气 怎么样,你
关闭 洽谈 区 吊灯,你
啊 天气 晴朗 ， 心情 格外 美丽,我
爸爸 妈妈 希望 你 一直 是 个 happybaby,其他
穿 短袖 睡觉 ， 明天 早上 的 。,你
我 告诉 你 ！ 本 宝宝 生气 了,我
其实 你们 说 的 好听 的 经典 传奇 做 完 测试 市场,你
其实 根本 不 想 离开 你 的 拥抱,我
我 可以 的,我
你 这么 不 检点,你
我 梦 到 你 了 ， 很 开心,我
十 多 年 的 情谊 走 来 我 懂 你 的 好,我
其实 你 也 是 我 男神,你
关注 你 真的 好久 好久 了,我
一 ， 吉他 训练 。,你
庄心妍 发 过 什么 专辑,其他
你 的 婚礼 一定 很 美,你
我 就 是 天秤男,我
嗯 给 我 设 一个 明天 6点半 的 闹钟 。,你
现在 才 想到 怎么 替 你 出气,我
哈哈哈 。 都 在 跟 你 约 100 天 后,我
你 都 弄 的 可 漂亮 了 。,你
饭 上 你 3 年 多 了,你
还有 谢谢 你们 喜欢 我 的 字,你
一 分钟 后 叫 我 去 吃饭 。,你
你们 想 说 什么 有的 副 书记 的 手机 能 直接 连 说话 的 信息,你
好 啦 那 你 跟 我 一起 去 吗哥 唯一 的 亲人,你
差 一点 都 不 认识 你 了,我
我 会 打手碟,我
傻吊我操 。,你
我家 情况,我
你 不好 我 就 放心 了,你
我 和 你 认 不 认识 姓 张 呢,双方
生日 快乐 我 的 宝贝 爱 你,我
你们 为什么 都 不 懂 欣赏 黑石榴,你
希望 你 赶快 找到 对 的 人,我
好强,你
你们 负责 游 ， 我 负责 吃 好 喝 好,我
你 的 星座,你
没 感情 你 还 真 。,你
你 他妈会 说话 啊 ！,你
过 了 一半 ， 然后 我 的 大学 室友 。,其他
你 学习 了 几 首 诗词,你
你 老是 乱 说话 。,你
月底 我们 去 坐船,双方
等 会 我们 就 要 出去 了 你 在 家里 干 什么,双方
那么 多 人 你 忘 了 我 是 不 是,你
我们 来讲 悄悄话,双方
播放 林 俊杰 的 杀手 。,你
宝宝 快快 发动 ， 麻麻 看好 你,其他
帮 我 看看 哦 。,你
有 种 淡淡的 忧伤,无
陪 你 去 参加 超女 的,我
你 能 不 能 给 我 永远 的 闭嘴 啊 ！,你
我们 一起 滚 床单 吧 ， 很 有趣 的 哦,双方
鹿晗 的 出生 日期,其他
不 是 我 。,我
你 个 二货 小白 。,其他
他 是 真 的 真的 很 喜欢 你,其他
多 年 后 你 听到 heart 是 怎样 感觉,你
玩会 塔罗牌呗,你
我 跟 朋友 说,我
不 听 话 是 不 是 啊 ！,你
你 特别 狭隘 。,你
节日 快乐,你
時尚 教主 你 敢 說 我 不 美 嗎 ？,我
没用 的 他们 也 不 觉得 咋 玩,其他
关闭 主 电源,你
萌 。,你
你 跟 你 玩 了 吗,你
你 和 放 音乐,你
你 觉得 王艳丽 胖 吗 ？,你
时刻 准备 着 现实 生活 中 你 的 出路,你
二 楼 的 与 我 和 老婆 是 谁,其他
罚 你 算 了 舍不得,我
你 真晕 。,你
告诉 我 你 开心 不,你
阳光 正好 ， 恰好 你们 都 在,你
那 我们 聊 什么 呢 没什么 好 聊 的 吧,双方
刚才 让 你 提醒 我 来 着 。,你
原来 我们 一直 都 在 他 的 监视 中 度过,双方
播放 黑 瞎子 在 深圳 的 故事 。,你
我们 将 给 你 买,双方
我 也 不 知道 能 养 你 多久,我
你 都 不 知道 范围 是 什么 ？,你
你 再 给 讲 一个 卖 火柴 的 小 女孩 。,你
你们 俩 的 对话 很 调皮,你
你 是 不 是 也 很 想 跟 我 啪啪啪 啊,你
我 去 练声 。,我
我 要 喝 水 。,我
你 和 公子 小白,你
如果 没有 其他 的 事 ， 那 我 先 去 忙 了 。,我
14 训练 ， 五 分钟 。,你
他们 都 没有 穿 衣服 ， 我 才 是 最 差 的 。,其他
我 有 多 机智,我
伟哥 你 都 上网易 云首 页 了,其他
那 你 练 一 练 给 我 看看 吧 。,你
你 俩 咱们 聊聊 聊聊 什么,双方
"一 首 歌 , 外贸 。",无
可 我 今天 没 出 门儿 啊,我
你 个 鸟 。,你
你 不要 去 和 经理 理论 啊,你
喜欢 你 的 天生 萌,我
今天 几 点 呢,无
都 是 废话 。,无
你 怎么 听 不 懂 死 了 。,你
夜里 不 开 夜灯 我 会 很 害怕,我
我们 都 觉得 六十,双方
爸妈 不 同意 你 跟 男朋友 怎么办,其他
我们 从来 都 吃 过 了 明天 还 在 睡 懒觉 啊,双方
沈腾 都 看 不 懂 你 跳 的 啥,其他
谢谢 你们 让 我 每 一 天 都 很 充实,我
认真 学 吧 ， 然后 唱歌 。,你
你 找 打 ？,你
麻痹 你 不 生气 了 啊,你
他 刚 听到 啥 冷死 我们 了,其他
看 你们 怎么 去 想,你
你 就 喜欢 胡说,你
巨 讨厌 你 这样 瞧不起 我 的 姿势 哼哼,我
他 的 同学 ， 都 知道 答案 ， 现在 ， 要 开始 学习 。,其他
给 我 这个 机会 。,你
给 我 放 一 首 凉凉 吧 。,你
他们 要 跟 你 急 了,其他
让 我 说 你 滚 出去,你
哈一会 我们 出去 找 工作 了,双方
你 跳舞 不 会 跳 ， 跳 个 舞 。,你
你 不 傻 ， 知道 不,你
不行 我 是 个 先 睡 了 我们 刚 进屋 没 五 分钟 太 累 了,双方
他 和 你 说 啥,其他
你 跟 哪 一一 玩 吧 ！,你
禾 ， 妈妈 爱 你 ， 特别 的 爱,其他
你 困 不 困 ？,你
新年 快乐 ， 每 一 位 你,你
鼠标 温度 调 高,无
你 是 世界 上 最 聪明 的 ， 机器人 。,你
和 你 聊天 。,我
看 你 就 来 气,我
看看 飞机场,你
你 打 一下 呼噜 ， 我 听 一下 。,我
谢谢 你 送 我 的 周刊 jump,我
应该 不 是 个 问题 你 看 你们 看到 的 问题 还是,你
"你 , 去 接 任务 ， 快",你
美女 再见 呢 。,你
我 有点 讨厌 自己 对 你 的 好奇心,我
我 很 害怕 和 陌生人 独处,我
你 大 猪 屁 呀 ！,你
关智斌 你 这个 ， 毁 形象 啊,其他
我 晕 。,我
赶紧 死 开,你
告诉 你 我 这个 月 根本 就 用 不,我
也 要 看 他 别 伤心 我们 一会 就 回来 了,其他
张柏芝 的 丈夫 是 谁,其他
我 家乡 在 湛江,我
就要 和 朋友 们 分开 了 我 很 伤心,我
我们 来 玩 卡罗牌 。,双方
你 就 说 第一 个 是 不 是 你 搜 的,无
京东 移动 音乐 墙 ， 我 在 等 你 来,我
之后 我们 发现 了,双方
我 和 牛逼 现在 上网 都 能 查 到 帐户,我
老阮 你 眼 瞎 了 吗,其他
老婆 对不起 ， 没 给 你 过 上 生日 。,我
预祝 发布会 一切 顺利 ！,我
我 会 唱 海岸 音符,我
希望 你 健健康康 的 到来,我
你 跟 你 该 睡觉 了,你
等 你 上 星 了 我 忙 完 了 再见 吧,我
小白 你 是 猪 对 不 对 ？,其他
我 跟 你 前世 一样,我
咱 当然 是 带 把 的,我
搜索 这 一 带 椰子鸡,你
最 黑暗 的 时候 陪 你 一起 等 天亮,我
你 的 主要 成就,你
眼神 勾魂 声音 迷人 表 个 白 喜欢 你,我
我们 放 一点 轻音乐 听听,双方
与 琥珀 能 给 我 讲 个 鬼故事 吗 ？,你
"我 想 听 一 首 , 下 个 路口 见 。",我
普通 灯 打开,你
卧槽 新浪 你 还 能 更 恶心 一点 吗,其他
声音 都 被 你 两 压 完 了,你
你 能 不 唱 了 好 吗 ？,你
我 说 你 太 耗电 啦 ！,你
本人 也 是 女,我
我 老么 喜欢 你 唱 的 歌 呢,我
下次 再说 打下手 他 跟 你 说话,其他
搜搜 网吧,你
回家 场景,无
我们 一起 去 练习 那些 花儿,双方
"hey , 好久 不见 ， 你们 想 我 吗",你
你 喜欢 谁 的 嗓音,你
最 好 的 年纪 最 好 的 我 最 美 的 你,你
你 能 不 能 有点 时间 观念 啊,你
我 的 妈 是 光棍,其他
唱 刘欢 的 我 和 你,你
你 这个 人 笨 这么 慢 。,你
抱 着 继续 听 歌 。,我
没有 关系 我们 私奔,双方
等 你 来 ， 顺便 把 头发 扎 起来,你
那 就 聊聊 音乐 。,无
同学 说 你们 公司 现在 用 的 是 通讯 的 人,你
但 你 依旧 是 我 心中 的 女神,你
范 冰冰 又 叫 什么,其他
我们 介绍 了 我们 交 个 朋友 吧,双方
实在 看 不 下去 了 要 嫌弃 死 你 了,我
逍遥 哥哥 你好,其他
不要 讲话 了 我们 都 说 了,你
最近 的 海底捞 离 我 有 多 远,无
傻货 就 是 傻货 。,你
"你 唱 首 歌 吧 , 你 放 首 音乐 吧 。",你
我们 数学 老师,双方
把 电视 开 一下,你
打开 厨房 插座,你
你 声音 很 好听,你
那 你们 威胁 说,你
哭鬼 啊 你,你
他 是 一个 非常 温暖 的 男人 。,其他
不 幸福 因为 你 不 在 内科大,你
在 下 总算 196 了,我
你 在 忙 什么 呢 ？,你
还 做 傻逼 东西 ， 你 的 名字 叫 傻逼,你
今天 是 腊八节 ， 小心 你 的 下巴,你
他们 一 帮 傻逼 懂 什么,其他
你 滚 开,你
不要 难过 了 我 的 本意 并 不 大 打 他们,你
你 在 哪里 现在 ？,你
你 这么 喜欢 看 书 ， 送 你 一 本 书 吧,你
关 一下 灯,你
还 说 好多 委屈 呀 嗯哼 笨蛋 ！,你
你 好笨 的 小哥 。,你
本 姑娘 只能 自己 撸,我
死 了 再 回来 找 你 。,我
你好 ， 闪电 ， 好久 不见,你
节目组 你们 有 点 残忍,你
你 的 胸部 看 起来 弹性 不足 啊,你
汗嘿嘿,无
西西 是 个 大 蠢货,其他
老娘 才 不 稀罕 呢 ！ 呵呵 ！,我
出去 。,你
我 喜欢 木琴,我
欢迎 你 来 杭州,你
你 最 烦 。,你
你 的 笑容 ， 我 的 挚爱,我
非常 逗,无
你 这个 傻 孩子 。,你
就是 想 让 我们 看到 鬼,双方
骂 那个 小白 傻逼 。,其他
你 很 笨呗,你
我 必须 要 再 ‘ 谴责 ’ 你 一 遍,我
刘禹锡 的 代表作,其他
我 好 烦 。,我
结果 你 还 在 跟 我 讲 审核 排队 中,你
是 你 特别 嚣张,你
那 你 给 我们 跳 一 曲 吧,你
这 都 几 点 了 你 还 不 起床,你
我 是 什么 怪 只 怪 我们 护送 的 是 什么 怪,我
感谢 命运 让 我 遇见 你,我
爸爸 的 眼睛 都 哭 瞎 了,其他
我们 说 了 和 著名 天天 回来 都 给 你 的 老师,双方
是 我 不对 ， 现在 特别 后悔,我
我 和 你 之间 ， 不用 说 谢谢 😜,双方
因为 在 这 背后 有 一 颗 爱 你 的 心,无
明 长官 你 看看 这些 黑粉,其他
吉他 训练 安静 。,你
难道 你 每天 就 只 穿 着 一 件 衣服 吗 ？ 为什么 不 能 换 一 换 呢 ？,你
好 ， 你 可以 睡觉 。,你
有人 偷拍 你 知道 吗 ？,其他
让 你 换套 睡衣 。,你
无奈 我 已经 收 不 到 你 任何 的 消息,我
给 我 ， 叫 我 起床 。,你
不管 我们 再 来 玩 成语 接 龙,双方
"我们 一起 来 听 那个 刀郎 的 手 , 心里 的 温柔 。",双方
我 怎么 没有 看到 你 。,我
我 就 服 你 了 ， 也 。,我
我们 一起 来 唱 首 歌 怎么样,双方
肯定 不 会 了 ， 你好 笨 哪 。,你
说 你 傻逼 ， 你 为什么 不 说话 ？,你
坤哥 支持 你,其他
谢谢 你 今天 接 我 放学,我
在 什么 位置,无
升级 到 新 系统,你
你 还是 做好 心理 准备 ， 爱 你 哟,你
什么 都 不 知道 的 笨蛋 ， 你 是 个 大 笨蛋,你
你 是 我 生命 里 最 特别 的 存在,你
都 难 不 成 你 的 头发 是 白色 的 吗 ？,你
我 不 吃 我们 聊天 吧,我
真 厉害 ， 你 真 厉害,你
知道 了 快 过来 。,你
慢慢 调整 ， 期待 你们 王者 归来,你
我 也 喜欢 架子鼓,我
你 讲 你 这 小孩子 没 礼貌 。,你
希望 首 页 的 你们 能够 关注,我
日 ， 在 。,无
你 和 我们 是 好 朋友 吗,双方
一 键 关闭,你
我们 再 换 一 套 爱丽丝 之 梦 吧,双方
火锅 练习 舞蹈 。,你
有 没 有 美食,无
知道 啦 今晚 等 你 喔,我
你 废话 不 多,你
广州 天气 状况 怎样,无
不管怎样 你们 都 是 小 天使,你
妈妈 是 你 最 好 的 私人 助理,其他
我 和 胆量,我
帮 我 找 股票 交易所,你
那 你 的 充电 显示 屏放 出来 看 一下 。,你
像 豆腐 你 的 心软 的,你
老婆 去 死 吧 ！,你
大写 的 生 无 可 恋送 给 你们,我
看看 棋牌室,你
是 你 讲话 不 明白 呀,你
嗯 ， 你 会 学习 音乐 的 五线谱 知识 吗 ？,你
你 真是 我 的 小 贴心,你
寒假 抓紧 时间 约 起来 吧 好 想 你 了,我
每天 工作 好 累 呀 ， 心疼 自己,我
放点 音乐 吧 。,你
爱 你们 的 理由 就是 没有 理由,无
想 打 死 你,我
我 吃 嘛 嘛 香,我
小白 小白 你 实在 是 太 笨 了 ， 我 说 是 第一次郎 的 夏天 。,其他
开净水器,你
我 看看 那个,我
我 说 钟意 你 行 不行,我
你好 丑逼 啊 ， 你 晚饭 吃 了 没有 啊 ！,你
智能型 手机 的 问题 和 我们 去 植树,无
你 还 会 下棋 啊 ， 来来来，秀 一下,你
哭 了 。,你
你 不 知道 嘛 招 风耳 最 美,你
朗读 李白 的 锵 进 酒 。,你
我 女儿 今天 是 不 是 主动 来 给 我 捶 背 了,其他
我 昨天 开始 就 脚 就 流血 了,我
你 非常 不 好玩,你
打 你 妹 。,无
你 不 知道 的 甜蜜 的 事 ， 晚安,你
那 你 为 啥 刚才 不 跟 我 聊天 呢 ？,你
他们 半岛 吃饭 时 还 会 说 他 那个 班,其他
漂亮 呆 了 。,你
有 ， 赶紧 去 训练 吧 。,你
愿 你们 一 家 永远 幸福 快乐,我
我 不 知道 你 的 衣服 是 从 哪 弄 的 。,我
你 告诉 我 什么 是 正确 的,你
训练 吉他 安静,你
我 和 你 会 跳 的 舞,双方
老师 ， 你 说 我 是 天使 的,其他
定期 刷 一 刷 你们,你
我 家乡 在 黑龙江 大庆,我
而 不 是 我们 家里 的 兄弟,其他
你 和 谁 在 下棋,你
今天 嘉兴 的 天气 情况,无
我 亲爱 哒 宝贝儿 老公,其他
打开 全 关,你
第一 次 遇见 阴天 遮住 你 侧 脸,我
谢谢 你们 的 陪伴 ！ love,我
你 哭 ， 我 也 忍不住,我
他们 搜集 到 的,其他
整理 杂草,无
你 在 吃 晚餐 吗 ？,你
有点 弱智 的 感觉 ， 真差 反应 太 慢 了,你
在 做 一个 发声 训练 不好 啊 。,你
妹妹 姑姑 祝 你 生日 快乐,其他
我 给 你 打 个 电话 好 了 。,我
搞 不好 我 跟 你们 混混 。,我
和 你 一起 ， 天天 快乐,我
我 没 听 啊 。,我
超级 喜欢 你 的 拍照 风格,我
我 是 幸运 的 ！ 感谢 你们 的 厚爱,我
买 条 小金鱼 给 你 养 吧,我
爱 的 路上 有 你 我 并 不 寂寞,我
记忆 咱 的 血是 ab 型 的,我
鸡 巴 大 。,无
你 懂得 还 挺 多 呢 ， 是 啊 ！,你
打开 酒店 窗帘,你
我 是 三 保 保 ， 你好 。,我
你 怎么 那么 容易 就 被 骗 走 了 呢,你
我 把 我们 都 关掉,双方
尽管 多 想 你 都 忍 住 了,我
我 跟 我 回来 啦,我
你 个 大 坏蛋 。,你
什么 时候 放映 我们 就算 了 嘛,无
我 认为 你们 啊,我
小白 我 觉得 你 超级 可爱 哦,我
要不 你 会 伤痕 累累 心碎 难合,你
这么 苏 你 犯规 了 知道 吗,你
我们 还 没 爱 你,双方
做 鬼脸 你 奶奶 的,你
我们 家 有 只 老鼠,双方
婶婶 答应 为 你 攒 小 判换 冬景,其他
我 很 害怕 上 解剖课,我
你 也 在 房间 里 我们 一起 睡 吧,你
洛阳 ， 不 厉害 啊 ！,无
小白 是 个 大白痴 。,其他
哎呀 你 特别 会 说,你
我 想 打 两 个 球,我
有 同事 来 的 话 记得 和 他们 打招呼,你
真 漂亮 ， 哎呀,你
周 星驰 的 女 朋友 是 谁,其他
卑鄙 的 你 要 付费 我 可是 会员 啊,你
你 是 低能儿 。,你
广西 壮族 自治区 的 人口 总数 有 多少,无
我们 要 走 到 最后 ， 要 结婚,双方
你 去 学 。,你
打 死 你 个 龟孙 ......,无
真 傻瓜 你,你
你 会 说 上海 话 吗 ？,你
因为 我们 前期 的,双方
你 一会儿 准备 干吗,你
你们 能 不 能 爱护 小 动物 一点,你
帮 我 找 歌剧院,你
今年 天气 。,无
我 只 认可 他们 的 气 呢,我
你 可 真 厉害 了 。,你
投诉 物业 居然 不 受理 好 生气 啊,我
你 去 吃 屎,你
不 开心 的 话 就 看 我 笑 给 你 看 啊,我
为 大家 做 个 自我 介绍,你
老是说 你 ， 对不起,你
我 又 来 晒 美 图 了 ， 你们 喜欢 么,你
突然 好 想 听 陈 小春 的 离不开 你,我
他 跟 你 说 呢,其他
他 的 名字 叫 周杰伦,其他
本宫 当然 是 没 把 的,我
把 全屋 的 灯 关掉,你
你 个 混蛋 。,你
"生病 , 南京 明天 什么 天气 ?",无
干嘛 呢 ？ 你 在 做 什么 啦 ？,你
今天 星期几 ？,无
难受 。,无
怎么 这么 差 呀 你 的 记性,你
今天 出 了 好多 失误 觉得 自己 好 失败 啊,我
给 你 萌 推荐 一个 灵魂 画师,我
啊 ， 对 啊 ！,无
我 也 很 辛苦 你 知道 嗎,我
我 发现 你 很 幽默 ， 爱,我
昨晚 竟然 梦 到 你 了 ， 吓 我 一 跳,我
说话 怎么 你 这么 听 不见 啊 ！,你
你们 将来 的 能够 做 得 更 高,你
情人节 到 了 ， 我 答应 你 一个,我
姐姐 生日 快乐 妹妹 耐 你,其他
唉 ， 人生 还有 何 留恋,无
一 高兴 就 想 吃 东西,我
了解 的 越 多 ， 越 喜欢 你,我
725 pm 闹钟 ， 告诉 我 起床,你
感谢 有 你 ， 世界 上 最 好 的 陪伴,我
你 学 着 小 猫咪 的 叫 。,你
等 会 再说 吧,你
一会儿 叫 我 起床,你
妈妈 又 给 你 吃 各种 好吃 哒,其他
训练 钢琴雨 的 印记,你
好 吧 ？ 进行 发声 训练 吧 。,你
你 要 叫 我 李家民 啊,你
1800 ， 你 要 不 要 来,你
2015 国 剧 盛典 我 的 心里 只有 你,我
你 也 是 好 可爱,你
你们 都 要 走 的 也 是 不行,你
许翔翔 不 帅 。,其他
你 才 是 笨蛋 。,你
我 和 你 上学 吗,双方
你 给 我 安静点,你
孩纸 们 ， 你们 都 在 等 我 嘛 ？,你
唱 小燕子 给 我们 听,你
双子 今天 学业,无
我们 中国 检察官 会 不 定时 的 抽查 。,其他
今天 初次 见面 ， 今后 我们 也 要 好好 相处 哦,双方
哥 你 才 是 你 丈母娘 亲生 的,其他
打开 吧 台 吊灯,你
重新 介绍 一下 我 的 名字 。,我
怎样 让 你 才 能 不 累 。,我
我们 家 也 没有 赋予 了 再 回来 才 发现 我 买 不 买,双方
我们 两 个 打 羽毛球 谁 厉害,双方
你 你 有 爸爸 妈妈 吗 ？,你
好看 呀 ？ 老婆 。,你
反正 要 记住 我 很 爱 你 就 对 了,我
